store_id,dept_id,avg_holdiay_sales,avg_non_holiday_sales,holiday_delta,holiday_lift_pct,total_holiday_sales,total_non_holiday_sales,holiday_weeks,non_holiday_weeks
27,98,11321.075,11446.324117647,-125.249117647,-0.0109423,22642.15,194587.51,2,17
32,4,,28532.626,,,0,142663.13,0,5
34,36,1014.19,816.16,198.03,0.242636248,3042.57,8161.6,3,10
35,13,39875.18,32741.586470588,7133.593529412,0.217875622,39875.18,556606.97,1,17
37,59,76.17,143.567058824,-67.397058824,-0.469446539,76.17,2440.64,1,17
39,81,15572.81,19120.350666667,-3547.540666667,-0.185537427,15572.81,286805.26,1,15
43,94,,50777.2235,,,0,1015544.47,0,20
1,98,14637.005,11902.383333333,2734.621666667,0.229754125,29274.01,142828.6,2,12
1,11,18934.34,25288.1675,-6353.8275,-0.251256937,37868.68,505763.35,2,20
3,40,15786.49,17906.152857143,-2119.662857143,-0.118376229,15786.49,376029.21,1,21
4,26,23256.1,18448.021111111,4808.078888889,0.260628436,23256.1,332064.38,1,18
7,67,4152.51,4224.420666667,-71.910666667,-0.01702261,4152.51,63366.31,1,15
13,85,4702.32,5321.298571429,-618.978571429,-0.116320962,9404.64,74498.18,2,14
13,16,,16974.227777778,,,0,305536.1,0,18
14,13,,60525.855,,,0,968413.68,0,16
15,80,,38.117857143,,,0,533.65,0,14
16,34,4582.25,5218.711578947,-636.461578947,-0.121957608,9164.5,99155.52,2,19
19,22,,12724.65,,,0,241768.35,0,19
22,85,2269.52,3349.9225,-1080.4025,-0.32251567,2269.52,53598.76,1,16
22,95,,56844.518181818,,,0,625289.7,0,11
22,52,1116.99,1643.046111111,-526.056111111,-0.32017124,1116.99,29574.83,1,18
24,22,,12100.233636364,,,0,133102.57,0,11
34,5,23469.1,22080.524705882,1388.575294118,0.062886879,23469.1,375368.92,1,17
40,92,84024.94,94835.123571429,-10810.183571429,-0.113989239,168049.88,1327691.73,2,14
40,5,21179.29,20545.309,633.981,0.030857701,21179.29,205453.09,1,10
43,92,,83729.046666667,,,0,1004748.56,0,12
44,10,226.35,142.245217391,84.104782609,0.591266154,226.35,3271.64,1,23
45,71,7414.36,4449.242857143,2965.117142857,0.666431849,7414.36,93434.1,1,21
3,52,898.2,930.398,-32.198,-0.034606695,1796.4,13955.97,2,15
3,71,636.09,1038.53,-402.44,-0.387509268,636.09,14539.42,1,14
6,92,94236.945,98028.489090909,-3791.544090909,-0.038677982,188473.89,2156626.76,2,22
19,12,5234.59,5390.480833333,-155.890833333,-0.028919653,10469.18,64685.77,2,12
22,35,3328.17,4054.223333333,-726.053333333,-0.179085678,9984.51,60813.35,3,15
26,60,,78.8,,,0,394,0,5
27,38,35492.71,40083.453157895,-4590.743157895,-0.114529632,35492.71,761585.61,1,19
32,55,37008.51,9310.732307692,27697.777692308,2.974822686,37008.51,121039.52,1,13
37,25,,62.475333333,,,0,937.13,0,15
41,7,103567.57,37768.395454545,65799.174545455,1.742175535,103567.57,830904.7,1,22
1,14,13711.08,13463.078571429,248.001428571,0.018420856,13711.08,188483.1,1,14
2,60,8.8,241.133333333,-232.333333333,-0.963505668,8.8,2893.6,1,12
4,60,275.466666667,373.525,-98.058333333,-0.262521473,826.4,8964.6,3,24
6,21,7528.84,9511.195,-1982.355,-0.208423337,7528.84,152179.12,1,16
8,13,27654.61,25264.140833333,2390.469166667,0.094619056,27654.61,303169.69,1,12
11,9,16028.51,20583.387368421,-4554.877368421,-0.221289008,16028.51,391084.36,1,19
12,74,,17217.623636364,,,0,378787.72,0,22
20,79,48794.3,37788.452142857,11005.847857143,0.291248972,48794.3,529038.33,1,14
24,21,6423.26,6369.808125,53.451875,0.008391442,12846.52,101916.93,2,16
30,9,,81.791818182,,,0,899.71,0,11
34,92,64196.75,67263.549375,-3066.799375,-0.045593779,64196.75,1076216.79,1,16
40,55,30145.66,8586.1,21559.56,2.510984032,30145.66,154549.8,1,18
4,85,2652.6,2548.063888889,104.536111111,0.041025703,2652.6,45865.15,1,18
8,23,16193.99,14813.473636364,1380.516363636,0.093193291,48581.97,162948.21,3,11
8,19,674.595,1122.45625,-447.86125,-0.399001075,1349.19,17959.3,2,16
11,97,17704.93,16016.657333333,1688.272666667,0.105407304,17704.93,240249.86,1,15
14,49,,11967.990625,,,0,191487.85,0,16
14,55,12284.16,13980.200454545,-1696.040454545,-0.12131732,12284.16,307564.41,1,22
15,24,,4500.896,,,0,67513.44,0,15
17,78,,-4.44,,,0,-8.88,0,2
18,52,,2681.960526316,,,0,50957.25,0,19
20,97,,25910.858888889,,,0,466395.46,0,18
22,31,,2943.070666667,,,0,44146.06,0,15
32,71,6378.975,4323.022222222,2055.952777778,0.475582283,12757.95,38907.2,2,9
39,31,2207.76,2146.471538462,61.288461538,0.028553121,4415.52,27904.13,2,13
39,33,10202.013333333,7478.799444444,2723.213888889,0.364124471,30606.04,134618.39,3,18
44,93,10903.585,11087.386190476,-183.801190476,-0.016577504,21807.17,232835.11,2,21
45,40,36866.765,39611.938,-2745.173,-0.069301659,73733.53,396119.38,2,10
2,37,4356.42,4419.9525,-63.5325,-0.014374023,4356.42,53039.43,1,12
2,6,21410.28,6035.339375,15374.940625,2.547485679,21410.28,96565.43,1,16
7,23,20898.505,13855.413157895,7043.091842105,0.508327811,41797.01,263252.85,2,19
17,54,29.88,62.487368421,-32.607368421,-0.521823358,29.88,1187.26,1,19
19,56,2151.15,6532.943846154,-4381.793846154,-0.670722717,4302.3,84928.27,2,13
19,46,23399.93,19913.9075,3486.0225,0.17505467,23399.93,318622.52,1,16
28,33,,7855.172857143,,,0,109972.42,0,14
2,29,8385.02,7353.062352941,1031.957647059,0.140343927,16770.04,125002.06,2,17
2,38,,82568.002,,,0,1238520.03,0,15
6,13,35618.64,38427.830833333,-2809.190833333,-0.073103029,35618.64,461133.97,1,12
15,71,3623.22,4906.353846154,-1283.133846154,-0.26152493,3623.22,63782.6,1,13
18,74,31607.75,24164.466923077,7443.283076923,0.308025958,63215.5,314138.07,2,13
33,12,13.845,18.49125,-4.64625,-0.251267491,27.69,295.86,2,16
41,79,,21843.627647059,,,0,371341.67,0,17
4,71,,7494.315714286,,,0,104920.42,0,14
12,83,,201.267272727,,,0,2213.94,0,11
14,5,78808.33,29977.779545455,48830.550454545,1.628891505,157616.66,659511.15,2,22
17,32,,4937.666923077,,,0,64189.67,0,13
21,38,,42640.105384615,,,0,554321.37,0,13
25,4,18616.655,18663.346923077,-46.691923077,-0.002501798,37233.31,242623.51,2,13
38,85,56.49,78.003076923,-21.513076923,-0.275797799,56.49,1014.04,1,13
42,92,98189.06,84934.655,13254.405,0.156054145,98189.06,1358954.48,1,16
6,27,1684.89,1722.083333333,-37.193333333,-0.021597871,3369.78,25831.25,2,15
11,55,9648.9,11425.763846154,-1776.863846154,-0.155513791,9648.9,148534.93,1,13
11,46,,27446.122222222,,,0,494030.2,0,18
15,22,,9204.282666667,,,0,138064.24,0,15
17,1,23381.36,24317.312352941,-935.952352941,-0.038489136,70144.08,413394.31,3,17
19,47,-449,-11.5,-437.5,38.043478261,-449,-46,1,4
21,58,1875,1231.5,643.5,0.522533496,1875,24630,1,20
35,33,,10614.1475,,,0,169826.36,0,16
37,90,,43945.866956522,,,0,1010754.94,0,23
39,8,,37253.331176471,,,0,633306.63,0,17
39,17,,11791.926153846,,,0,153295.04,0,13
5,85,519.2,908.975,-389.775,-0.428807173,519.2,18179.5,1,20
19,28,1053.73,781.555625,272.174375,0.348246966,1053.73,12504.89,1,16
20,82,29102.686666667,28286.437692308,816.248974359,0.028856549,87308.06,367723.69,3,13
21,27,1754.4,2031.965454545,-277.565454545,-0.136599495,3508.8,22351.62,2,11
40,98,7510.503333333,7889.695,-379.191666667,-0.048061638,22531.51,173573.29,3,22
1,18,246,9623.381428571,-9377.381428571,-0.97443726,246,134727.34,1,14
3,60,158.4,138.2875,20.1125,0.145439754,158.4,2212.6,1,16
17,47,,268.5,,,0,537,0,2
17,13,19001.5,25590.784545455,-6589.284545455,-0.257486617,19001.5,562997.26,1,22
26,7,,14021.434444444,,,0,252385.82,0,18
38,46,,4841.31047619,,,0,101667.52,0,21
40,13,24827.14,21398.282777778,3428.857222222,0.160239831,24827.14,385169.09,1,18
40,17,,7791.307777778,,,0,70121.77,0,9
1,21,6349.45,7351.613076923,-1002.163076923,-0.136318801,6349.45,95570.97,1,13
2,39,,7.02,,,0,7.02,0,1
9,35,1321.355,1400.306428571,-78.951428571,-0.056381537,2642.71,19604.29,2,14
16,81,3952.04,3770.303888889,181.736111111,0.04820198,3952.04,67865.47,1,18
21,83,,210.825789474,,,0,4005.69,0,19
30,85,107.94,78.738947368,29.201052632,0.370859068,323.82,1496.04,3,19
3,26,3240.95,2688.846153846,552.103846154,0.20533114,6481.9,34955,2,13
6,60,405,361.6,43.4,0.120022124,405,2892.8,1,8
17,20,9691.295,5192.398461538,4498.896538462,0.866439002,19382.59,67501.18,2,13
20,96,,7.875,,,0,15.75,0,2
41,29,4083.14,4441.458,-358.318,-0.08067576,4083.14,88829.16,1,20
45,91,19142.45,16790.782352941,2351.667647059,0.140057062,19142.45,285443.3,1,17
4,30,7328.853333333,7741.0525,-412.199166667,-0.053248465,21986.56,154821.05,3,20
8,79,16350.06,21361.034117647,-5010.974117647,-0.234584809,16350.06,363137.58,1,17
20,10,,39830.255,,,0,557623.57,0,14
28,11,,13807.786666667,,,0,82846.72,0,6
28,8,31923.31,33462.285,-1538.975,-0.04599133,95769.93,602321.13,3,18
35,6,14825.256666667,4998.257692308,9826.998974359,1.9660849,44475.77,64977.35,3,13
7,55,8297.57,7045.917894737,1251.652105263,0.177642164,16595.14,133872.44,2,19
13,79,51909.585,53380.499444444,-1470.914444444,-0.027555277,103819.17,960848.99,2,18
21,60,162.8,192.247058824,-29.447058824,-0.153173,325.6,3268.2,2,17
1,56,,2710.749090909,,,0,29818.24,0,11
12,34,,22616.824705882,,,0,384486.02,0,17
17,80,673.91,863.521111111,-189.611111111,-0.21957901,673.91,15543.38,1,18
19,42,5421.22,6826.428333333,-1405.208333333,-0.205848251,5421.22,81917.14,1,12
31,12,2294.35,2993.006521739,-698.656521739,-0.233429669,2294.35,68839.15,1,23
39,80,10521.49,11897.260909091,-1375.770909091,-0.115637618,21042.98,130869.87,2,11
39,34,14988.21,15618.537857143,-630.327857143,-0.040357674,29976.42,218659.53,2,14
42,2,17961.745,16108.304,1853.441,0.115061213,35923.49,241624.56,2,15
19,26,4699.58,8238.035555556,-3538.455555556,-0.429526619,4699.58,148284.64,1,18
40,41,,269.0325,,,0,3228.39,0,12
44,80,,4999.908235294,,,0,84998.44,0,17
13,49,9494.98,9259.548571429,235.431428571,0.0254258,9494.98,129633.68,1,14
13,67,,14626.475625,,,0,234023.61,0,16
30,8,,11784.583333333,,,0,106061.25,0,9
40,83,3633.373333333,3154.12625,479.247083333,0.151942898,10900.12,50466.02,3,16
4,51,,10.89,,,0,21.78,0,2
27,34,,19682.220714286,,,0,275551.09,0,14
27,55,12453.03,17208.790666667,-4755.760666667,-0.276356471,12453.03,258131.86,1,15
24,52,1789.635,1623.724375,165.910625,0.102179057,3579.27,25979.59,2,16
26,77,198,,,,198,0,1,0
27,11,16773.96,20583.789333333,-3809.829333333,-0.185088823,50321.88,308756.84,3,15
11,35,6049.65,3970.816153846,2078.833846154,0.523528102,6049.65,51620.61,1,13
21,12,2457.715,2736.516666667,-278.801666667,-0.101881955,4915.43,41047.75,2,15
42,49,,23.3275,,,0,93.31,0,4
1,59,3903.395,418.530588235,3484.864411765,8.326427052,7806.79,7115.02,2,17
1,74,,10481.19,,,0,94330.71,0,9
3,20,,1911.82,,,0,24853.66,0,13
18,97,3496.096666667,4880.809444444,-1384.712777777,-0.28370556,10488.29,87854.57,3,18
32,96,,2221.026842105,,,0,42199.51,0,19
16,92,20529.73,21505.178888889,-975.448888889,-0.04535879,20529.73,193546.61,1,9
5,98,,45.1275,,,0,180.51,0,4
22,1,13425.72,21914.091111111,-8488.371111111,-0.387347623,13425.72,394453.64,1,18
43,5,,548.605,,,0,3291.63,0,6
2,79,34676.01,33962.075384615,713.934615385,0.021021525,104028.03,441506.98,3,13
37,21,1901.49,1948.626521739,-47.136521739,-0.024189613,1901.49,44818.41,1,23
15,82,9375.27,9069.740625,305.529375,0.033686672,18750.54,145115.85,2,16
45,49,56.43,37.545714286,18.884285714,0.502967811,56.43,262.82,1,7
29,83,694.26,720.453636364,-26.193636364,-0.036357144,694.26,7924.99,1,11
12,81,6792.075,7687.689166667,-895.614166667,-0.116499789,13584.15,92252.27,2,12
22,46,18627.93,20840.928181818,-2212.998181818,-0.106185203,18627.93,229250.21,1,11
37,26,,6.97,,,0,13.94,0,2
16,58,,2400,,,0,2400,0,1
41,77,,8.44,,,0,8.44,0,1
19,51,48.44,12.08,36.36,3.009933775,48.44,24.16,1,2
30,34,,2,,,0,4,0,2
27,51,,8,,,0,8,0,1
4,39,,1.56,,,0,1.56,0,1
39,77,636,,,,636,0,1,0
40,78,,3,,,0,3,0,1
19,19,,-2.44,,,0,-2.44,0,1
2,95,,143799.868125,,,0,2300797.89,0,16
5,4,10118.256666667,9628.37,489.886666667,0.050879502,30354.77,105912.07,3,11
6,14,24756,23642.176875,1113.823125,0.047111699,24756,378274.83,1,16
7,40,36694.28,29080.958461538,7613.321538462,0.261797476,36694.28,378052.46,1,13
14,38,98836.855,106470.666,-7633.811,-0.071698725,197673.71,1597059.99,2,15
14,7,164658.19,61238.43,103419.76,1.688804889,164658.19,1286007.03,1,21
18,12,3606.93,3951.968636364,-345.038636364,-0.08730804,7213.86,86943.31,2,22
23,79,33920.67,31038.522941176,2882.147058824,0.092857095,33920.67,527654.89,1,17
23,19,949.9525,1624.291333333,-674.338833333,-0.415158795,3799.81,24364.37,4,15
24,98,9957.42,9823.903,133.517,0.013591034,19914.84,98239.03,2,10
24,46,,15377.627857143,,,0,215286.79,0,14
24,33,5440.13,6590.458,-1150.328,-0.17454447,5440.13,98856.87,1,15
24,23,,26025.161818182,,,0,286276.78,0,11
26,3,6983.74,7624.36,-640.62,-0.08402279,6983.74,114365.4,1,15
29,30,2124.72,3556.602142857,-1431.882142857,-0.402598347,2124.72,49792.43,1,14
31,35,1502.535,1957.431666667,-454.896666667,-0.23239466,3005.07,35233.77,2,18
32,25,7715.21,7904.652,-189.442,-0.023965887,15430.42,118569.78,2,15
34,41,76.25,409.995384615,-333.745384615,-0.814022297,76.25,5329.94,1,13
36,98,,10143.366363636,,,0,111577.03,0,11
37,52,30.396666667,23.626666667,6.77,0.286540632,91.19,354.4,3,15
40,23,,13541.629285714,,,0,189582.81,0,14
42,38,,41001.940769231,,,0,533025.23,0,13
43,33,,0.833333333,,,0,2.5,0,3
45,21,3801.15,4043.938125,-242.788125,-0.060037547,3801.15,64703.01,1,16
45,44,,2792.869130435,,,0,64235.99,0,23
4,74,28318.8,20821.53,7497.27,0.360072963,56637.6,353966.01,2,17
5,28,247.5,217.259,30.241,0.139193313,247.5,2172.59,1,10
5,22,2879.52,2430.242352941,449.277647059,0.184869483,2879.52,41314.12,1,17
5,7,5479.82,4992.767,487.053,0.097551718,10959.64,49927.67,2,10
5,30,807.73,854.673333333,-46.943333333,-0.054925469,1615.46,23076.18,2,27
6,80,15166.765,13460.93625,1705.82875,0.126724376,30333.53,215374.98,2,16
7,60,35.2,124.8,-89.6,-0.717948718,35.2,1872,1,15
9,20,2494.035,2465.263809524,28.771190476,0.011670634,9976.14,51770.54,4,21
9,2,24148.55,25155.6008,-1007.0508,-0.040032866,24148.55,628890.02,1,25
11,38,71034.87,73207.837857143,-2172.967857143,-0.029682175,213104.61,1024909.73,3,14
12,42,,5997.758,,,0,119955.16,0,20
12,46,,32541.588333333,,,0,585748.59,0,18
13,4,44487.585,42073.724736842,2413.860263158,0.057372155,88975.17,799400.77,2,19
14,18,11507.85,28387.067,-16879.217,-0.594609404,11507.85,283870.67,1,10
16,41,,1771.942857143,,,0,24807.2,0,14
19,98,12106.986666667,12625.852352941,-518.865686274,-0.041095498,36320.96,214639.49,3,17
28,58,3694,5190.80875,-1496.80875,-0.288357522,3694,83052.94,1,16
30,21,,1465.53,,,0,23448.48,0,16
31,8,22470.3,24745.146,-2274.846,-0.091930999,22470.3,371177.19,1,15
36,40,9609.345,10866.278,-1256.933,-0.115672818,19218.69,108662.78,2,10
42,1,7269.13,10983.04047619,-3713.91047619,-0.338149576,7269.13,230643.85,1,21
4,98,,15618.536153846,,,0,203040.97,0,13
7,96,1858.025,964.288,893.737,0.926836173,3716.05,9642.88,2,10
8,24,2898.77,4705.261052632,-1806.491052632,-0.383930038,2898.77,89399.96,1,19
9,72,,33364.97,,,0,834124.25,0,25
13,25,22121.105,16466.262727273,5654.842272727,0.343419898,44242.21,181128.89,2,11
13,36,1481.8,3673.682380952,-2191.882380952,-0.596644498,4445.4,77147.33,3,21
16,85,2449.36,2693.503529412,-244.143529412,-0.090641622,2449.36,45789.56,1,17
20,18,984.5,12556.330769231,-11571.830769231,-0.921593337,984.5,163232.3,1,13
22,83,,1463.1835,,,0,29263.67,0,20
25,23,15123.02,16148.158888889,-1025.138888889,-0.063483329,15123.02,290666.86,1,18
26,36,641,1186.7055,-545.7055,-0.459849137,1282,23734.11,2,20
28,74,,11969.0925,,,0,191505.48,0,16
29,6,4013.92,4471.642222222,-457.722222222,-0.102361101,4013.92,40244.78,1,9
32,85,,2011.831,,,0,40236.62,0,20
33,93,30483.1,21441.491538462,9041.608461538,0.421687477,30483.1,278739.39,1,13
40,48,1972,480.733333333,1491.266666667,3.102066288,3944,7211,2,15
41,85,1862.37,2004.081666667,-141.711666667,-0.070711523,3724.74,36073.47,2,18
41,8,33526.473333333,36302.940769231,-2776.467435898,-0.07648051,100579.42,471938.23,3,13
44,3,483,529.958095238,-46.958095238,-0.088607185,483,11129.12,1,21
44,32,16.666666667,24.438333333,-7.771666666,-0.318011321,50,293.26,3,12
2,90,96800.875,99182.266875,-2381.391875,-0.024010259,193601.75,1586916.27,2,16
3,7,13139.845,8702.1225,4437.7225,0.509958634,26279.69,139233.96,2,16
3,98,,69.25,,,0,69.25,0,1
3,30,1273.87,1165.226666667,108.643333333,0.093237939,2547.74,10487.04,2,9
4,9,54314.2,32826.564705882,21487.635294118,0.654580688,54314.2,558051.6,1,17
6,29,7923.563333333,6163.030833333,1760.5325,0.28566018,23770.69,73956.37,3,12
7,74,14516.4,9250.487058824,5265.912941176,0.569257911,14516.4,157258.28,1,17
9,30,,1672.783571429,,,0,23418.97,0,14
12,41,874.145,595.010952381,279.134047619,0.469124218,1748.29,12495.23,2,21
12,60,435.6,399.243478261,36.356521739,0.091063533,871.2,9182.6,2,23
13,11,25385.24,21390.550526316,3994.689473684,0.186750195,76155.72,406420.46,3,19
14,17,,21298.899285714,,,0,298184.59,0,14
16,2,,23421.682857143,,,0,327903.56,0,14
18,28,1209.6,1163.767272727,45.832727273,0.039383069,2419.2,12801.44,2,11
19,82,24898.805,18920.915714286,5977.889285714,0.315940802,49797.61,397339.23,2,21
20,48,1883,977.262105263,905.737894737,0.92681164,3766,18567.98,2,19
20,36,1197.65,4912.115384615,-3714.465384615,-0.756184473,1197.65,63857.5,1,13
21,32,,8598.630666667,,,0,128979.46,0,15
23,38,41097,44528.374705882,-3431.374705882,-0.077060408,41097,756982.37,1,17
23,4,22921.23,26889.492142857,-3968.262142857,-0.147576686,22921.23,376452.89,1,14
31,25,8368.695,8490.688571429,-121.993571429,-0.014367924,16737.39,178304.46,2,21
32,13,,29786.429230769,,,0,387223.58,0,13
32,42,,6731.499411765,,,0,114435.49,0,17
34,29,2996.5,1899.746363636,1096.753636364,0.577315824,2996.5,20897.21,1,11
36,8,3639.84,3398.547857143,241.292142857,0.070998601,3639.84,47579.67,1,14
37,14,1085.53,1392.596,-307.066,-0.220498982,1085.53,27851.92,1,20
37,2,17758.96,16650.459444444,1108.500555556,0.066574773,17758.96,299708.27,1,18
40,71,,2361.847142857,,,0,33065.86,0,14
8,27,960.4,841.595294118,118.804705882,0.141166077,1920.8,14307.12,2,17
13,59,877.89,2367.873571429,-1489.983571429,-0.629249631,877.89,33150.23,1,14
14,19,1725.47,1041.735555556,683.734444444,0.656341661,1725.47,9375.62,1,9
14,72,,90626.307,,,0,1812526.14,0,20
16,59,25.56,129.174285714,-103.614285714,-0.802127801,25.56,1808.44,1,14
17,48,749.5,932.142142857,-182.642142857,-0.195938081,1499,13049.99,2,14
20,92,175120.6,162427.479615385,12693.120384615,0.078146385,175120.6,4223114.47,1,26
26,83,2508.41,3350.544285714,-842.134285714,-0.251342532,2508.41,46907.62,1,14
29,38,39826.65,42382.410833333,-2555.760833333,-0.060302394,39826.65,508588.93,1,12
31,38,,83255.680588235,,,0,1415346.57,0,17
31,23,20689.18,19853.284736842,835.895263158,0.042103625,20689.18,377212.41,1,19
34,14,,9345.204444444,,,0,168213.68,0,18
35,29,7977.71,9264.726956522,-1287.016956522,-0.1389158,15955.42,213088.72,2,23
39,58,1993.75,3050.75,-1057,-0.346472179,7975,24406,4,8
44,25,27.75,31.420714286,-3.670714286,-0.116824661,27.75,439.89,1,14
4,5,56929.88,45835.863529412,11094.016470588,0.242037907,56929.88,779209.68,1,17
6,71,5854.82,5566.563333333,288.256666667,0.051783596,5854.82,66798.76,1,12
6,37,,3979.209230769,,,0,51729.72,0,13
8,38,58366.445,55587.1865,2779.2585,0.049998186,233465.78,1111743.73,4,20
12,10,16122.94,16539.071666667,-416.131666667,-0.025160521,48368.82,198468.86,3,12
38,90,33844.53,34119.536315789,-275.006315789,-0.008060084,169222.65,648271.19,5,19
42,27,41.02,27.354166667,13.665833333,0.499588728,41.02,328.25,1,12
11,6,22868.65,5409.983846154,17458.666153846,3.227119831,22868.65,70329.79,1,13
11,36,1808.5,2260.138461538,-451.638461538,-0.199827785,1808.5,29381.8,1,13
19,87,19795.093333333,16937.679090909,2857.414242424,0.16870164,59385.28,186314.47,3,11
22,12,3025.97,3753.585652174,-727.615652174,-0.193845491,3025.97,86332.47,1,23
29,5,12690.66,14905.33375,-2214.67375,-0.148582634,12690.66,238485.34,1,16
36,17,386.76,479.132777778,-92.372777778,-0.192791606,386.76,8624.39,1,18
38,91,23241.13,24947.453888889,-1706.323888889,-0.068396715,23241.13,449054.17,1,18
39,7,,39398.892941176,,,0,669781.18,0,17
4,32,20727.67,13600.5135,7127.1565,0.524035839,20727.67,272010.27,1,20
5,8,12696.38,13680.958461538,-984.578461538,-0.071967068,12696.38,177852.46,1,13
22,91,18043.315,21517.239411765,-3473.924411765,-0.161448425,36086.63,365793.07,2,17
28,21,,5414.043478261,,,0,124523,0,23
30,40,25324.76,23337.693571429,1987.066428571,0.085144079,25324.76,326727.71,1,14
32,58,385,1895.212105263,-1510.212105263,-0.796856511,385,36009.03,1,19
40,25,4449.93,6387.478888889,-1937.548888889,-0.303335467,4449.93,57487.31,1,9
44,82,3693.9,4405.278181818,-711.378181818,-0.161483146,3693.9,48458.06,1,11
3,32,3407.45,3380.18,27.27,0.008067618,3407.45,47322.52,1,14
10,7,98737.293333333,90390.548666667,8346.744666666,0.092340901,296211.88,1355858.23,3,15
10,11,,31241.237272727,,,0,343653.61,0,11
17,79,27281.965,27839.592941176,-557.627941176,-0.020030032,54563.93,473273.08,2,17
21,41,2036.34,1919.951666667,116.388333333,0.06062045,2036.34,34559.13,1,18
24,32,7576.67,6131.821176471,1444.848823529,0.235631272,22730.01,104240.96,3,17
26,74,10705.78,9208.377333333,1497.402666667,0.162613087,53528.9,138125.66,5,15
33,22,15,32.804,-17.804,-0.54273869,15,164.02,1,5
39,4,,46135.061818182,,,0,507485.68,0,11
44,46,5144.305,5724.204705882,-579.899705882,-0.101306598,10288.61,97311.48,2,17
45,72,,32469.701428571,,,0,227287.91,0,7
9,33,4352.11,2202.331666667,2149.778333333,0.976137412,4352.11,39641.97,1,18
10,13,59205.84,65365.802142857,-6159.962142857,-0.094238301,118411.68,915121.23,2,14
16,1,,11113.380555556,,,0,200040.85,0,18
24,44,4528.97,4051.595294118,477.374705882,0.117823887,4528.97,68877.12,1,17
24,90,76213.95,75069.794705882,1144.155294118,0.015241221,76213.95,1276186.51,1,17
25,13,,25713.31625,,,0,411413.06,0,16
39,11,14550.09,19453.97125,-4903.88125,-0.252076102,14550.09,311263.54,1,16
2,54,,47.142666667,,,0,707.14,0,15
16,30,,1250.959473684,,,0,23768.23,0,19
23,25,,16867.035833333,,,0,202404.43,0,12
29,82,8594.755,8526.471428571,68.283571429,0.008008421,17189.51,119370.6,2,14
35,8,17840.545,17730.935238095,109.609761905,0.006181838,35681.09,372349.64,2,21
43,38,60491,57566.801764706,2924.198235294,0.050796608,60491,978635.63,1,17
2,35,,3952.910769231,,,0,51387.84,0,13
4,55,29115.74,24067.964375,5047.775625,0.209730061,87347.22,385087.43,3,16
14,58,,8124.733333333,,,0,121871,0,15
18,51,,8.74,,,0,43.7,0,5
19,16,5538.22,24197.881,-18659.661,-0.771127893,5538.22,483957.62,1,20
20,59,1871.48,2299.863809524,-428.383809524,-0.18626486,3742.96,48297.14,2,21
20,23,36940.29,41889.889166667,-4949.599166667,-0.118157371,73880.58,502678.67,2,12
39,29,5413.913333333,5924.908333333,-510.995,-0.086245216,16241.74,71098.9,3,12
41,33,5369.5,5528.7785,-159.2785,-0.028808986,10739,110575.57,2,20
5,81,2937.33,2653.593571429,283.736428571,0.106925353,2937.33,37150.31,1,14
5,41,,372.662105263,,,0,7080.58,0,19
12,58,,2296.416666667,,,0,27557,0,12
15,26,9170.35,5206.925555556,3963.424444444,0.761183236,18340.7,93724.66,2,18
19,45,,13.978,,,0,69.89,0,5
37,20,,64.876153846,,,0,843.39,0,13
8,18,16032.12,5475.51875,10556.60125,1.927963675,16032.12,43804.15,1,8
17,18,17250.946666667,13758.965714286,3491.980952381,0.253796762,51752.84,96312.76,3,7
27,36,1678,2162.681,-484.681,-0.224111184,1678,21626.81,1,10
30,56,42,42.088461538,-0.088461538,-0.0021018,42,547.15,1,13
34,37,2413.57,2205.560555556,208.009444444,0.094311373,2413.57,39700.09,1,18
4,81,,31673.14,,,0,411750.82,0,13
13,22,18995.9,16821.131111111,2174.768888889,0.12928791,18995.9,302780.36,1,18
17,5,20901.17,23636.632608696,-2735.462608696,-0.115729793,41802.34,543642.55,2,23
21,20,6600.11,5389.918333333,1210.191666667,0.224528758,13200.22,64679.02,2,12
26,48,476,470,6,0.012765957,476,1880,1,4
32,59,637.333333333,661.949285714,-24.615952381,-0.037187067,1912,9267.29,3,14
29,95,,30985.898,,,0,309858.98,0,10
32,18,5388.906666667,9014.6,-3625.693333333,-0.402202353,16166.72,126204.4,3,14
41,95,,90730.582307692,,,0,1179497.57,0,13
9,60,,80.476923077,,,0,1046.2,0,13
19,93,34122.06,37456.780526316,-3334.720526316,-0.089028488,68244.12,711678.83,2,19
21,85,1392.78,1573.075882353,-180.295882353,-0.114613595,1392.78,26742.29,1,17
33,35,,21.666666667,,,0,65,0,3
45,74,,10369.103846154,,,0,134798.35,0,13
23,51,,18.537142857,,,0,129.76,0,7
18,21,4485.57,5300.529333333,-814.959333333,-0.153750556,4485.57,79507.94,1,15
41,11,11796.22,13334.039230769,-1537.819230769,-0.115330336,23592.44,173342.51,2,13
45,7,,18977.255,,,0,265681.57,0,14
41,18,351.72,2453.803846154,-2102.083846154,-0.856663359,351.72,31899.45,1,13
44,56,,860.182222222,,,0,7741.64,0,9
4,42,,9538.5925,,,0,190771.85,0,20
7,87,11114.595,11215.101904762,-100.506904762,-0.008961747,22229.19,235517.14,2,21
7,94,88.96,457.975,-369.015,-0.805753589,177.92,7327.6,2,16
9,4,17815.185,16994.38875,820.79625,0.048298074,35630.37,271910.22,2,16
