Store,Dept,Date,Weekly_Sales,IsHoliday
25,49,2010-11-19,7578.86,False
10,11,2011-04-29,30858.91,False
5,38,2012-08-24,53831.51,False
41,18,2012-05-11,1.5,False
12,12,2012-07-13,5000.1,False
23,45,2011-08-05,23.94,False
31,30,2012-07-27,3122.84,False
32,23,2012-04-20,17873.94,False
27,22,2010-11-12,18426.66,False
1,21,2010-11-12,7969.61,False
10,98,2012-03-23,65.64,False
12,5,2010-12-10,65270.0,False
35,26,2010-04-30,16390.05,False
45,74,2011-11-18,9255.12,False
31,83,2011-07-08,7746.87,False
15,92,2011-04-22,16328.93,False
1,85,2011-04-01,3208.74,False
22,40,2012-10-19,55669.18,False
14,6,2011-12-16,13774.62,False
21,90,2010-10-01,8914.58,False
9,94,2010-10-15,432.24,False
11,81,2012-05-11,12825.89,False
22,2,2011-12-16,71043.89,False
28,82,2010-03-05,24505.46,False
31,52,2011-07-15,557.79,False
26,36,2010-03-12,726.0,False
40,20,2011-09-30,3475.83,False
23,54,2010-04-09,571.0,False
44,90,2010-07-30,26928.71,False
37,17,2011-08-05,279.68,False
7,83,2010-05-21,234.38,False
26,21,2011-07-01,5975.73,False
26,10,2012-06-22,11152.61,False
19,97,2010-07-02,25404.94,False
9,97,2010-03-05,371.05,False
30,79,2010-11-26,5095.87,True
13,60,2010-02-12,1038.4,True
26,10,2011-03-11,7138.43,False
35,95,2011-08-05,42388.74,False
26,5,2011-11-04,17778.37,False
22,56,2010-09-10,2626.63,True
22,34,2010-12-24,27107.5,False
45,91,2011-11-11,18275.25,False
7,6,2010-07-30,10563.53,False
1,32,2012-04-06,8085.39,False
40,30,2012-01-20,1333.8,False
14,71,2011-04-08,7974.78,False
10,42,2011-04-29,10633.74,False
21,83,2011-01-07,126.96,False
17,24,2010-04-23,4390.29,False
34,93,2012-08-31,32251.81,False
2,1,2012-06-22,24155.67,False
7,32,2012-04-06,5184.04,False
35,90,2010-11-26,11717.21,True
11,26,2010-03-12,12392.25,False
27,94,2011-12-30,53046.18,True
17,31,2010-08-13,3938.68,False
1,79,2010-08-20,28801.37,False
10,28,2011-12-23,3065.03,False
6,67,2012-03-23,9496.18,False
1,67,2010-02-12,17614.47,True
15,51,2011-11-18,9.96,False
43,25,2012-04-20,49.64,False
30,20,2011-07-15,168.0,False
42,74,2012-05-18,349.12,False
30,20,2010-06-25,125.0,False
6,3,2012-10-05,12076.0,False
11,31,2012-03-23,1640.78,False
42,94,2012-10-19,35211.61,False
4,27,2011-04-01,2066.58,False
22,35,2012-03-30,6415.55,False
33,8,2012-10-26,4712.1,False
43,16,2011-03-18,3523.45,False
21,98,2012-01-20,105.56,False
34,42,2012-02-24,5166.83,False
21,2,2012-03-30,45932.56,False
5,10,2011-05-13,8435.93,False
6,3,2010-03-12,13118.16,False
27,12,2011-05-20,4758.38,False
4,38,2012-03-30,86831.51,False
10,60,2012-07-20,360.0,False
6,81,2011-10-14,14167.95,False
8,25,2011-10-28,7364.28,False
13,1,2011-09-16,35798.64,False
27,46,2012-09-28,31481.3,False
7,17,2012-03-02,4560.23,False
25,30,2011-12-23,2025.94,False
2,35,2011-11-11,3297.21,False
24,3,2010-04-09,8155.48,False
18,82,2010-11-19,15718.07,False
13,80,2012-01-13,18050.2,False
40,7,2012-07-20,16343.27,False
7,72,2010-08-20,44820.97,False
16,83,2011-10-21,281.94,False
17,41,2012-08-24,73.97,False
10,54,2012-06-01,58.0,False
30,7,2012-01-13,137.79,False
37,96,2010-09-17,18884.94,False
4,51,2012-06-15,9.9,False
34,36,2011-07-08,1666.0,False
15,13,2011-09-30,18521.34,False
16,30,2011-05-27,1036.0,False
32,54,2012-03-02,30.76,False
6,94,2012-10-12,43073.14,False
29,20,2010-10-08,3833.8,False
7,79,2011-05-20,4773.03,False
8,46,2010-05-28,18384.47,False
27,30,2012-03-09,3979.94,False
9,3,2010-09-10,5764.45,True
30,3,2011-01-21,981.0,False
2,27,2011-07-22,870.13,False
40,32,2012-10-12,3183.9,False
21,46,2010-11-12,16232.68,False
39,92,2011-12-30,109435.11,True
33,52,2011-12-30,13.88,True
37,67,2012-06-15,4158.25,False
6,72,2011-02-18,94836.34,False
25,6,2011-07-01,4247.23,False
17,83,2012-01-20,586.78,False
22,93,2010-10-29,1956.45,False
45,92,2012-06-29,43531.75,False
4,96,2012-10-26,48394.57,False
32,10,2010-12-31,24788.29,True
8,59,2012-08-17,164.0,False
15,22,2010-12-03,8973.29,False
36,80,2012-03-02,17295.18,False
27,74,2010-09-10,30437.61,True
14,55,2011-03-25,14214.91,False
8,31,2010-03-05,1387.96,False
40,59,2012-05-04,141.04,False
32,72,2012-04-27,34024.07,False
41,54,2011-10-21,61.74,False
39,29,2010-05-21,5401.0,False
10,50,2011-11-04,4210.0,False
11,90,2012-02-10,53452.41,True
26,9,2010-05-07,18015.22,False
26,21,2012-05-18,4385.74,False
16,36,2011-12-16,3293.89,False
9,31,2011-12-23,2520.48,False
8,36,2010-11-05,925.0,False
12,42,2011-01-07,4698.74,False
44,40,2011-06-10,15623.8,False
43,92,2011-01-14,88020.22,False
21,55,2011-08-12,7709.21,False
5,33,2012-04-13,1357.19,False
2,95,2011-04-22,134190.44,False
25,37,2012-02-10,2532.92,True
45,41,2012-09-21,3315.52,False
34,80,2011-09-09,12890.22,True
32,21,2012-03-30,6028.14,False
25,82,2011-09-02,9728.58,False
23,17,2012-07-27,25012.67,False
4,46,2011-08-05,40608.92,False
35,9,2011-03-25,13665.23,False
4,74,2011-05-27,19036.55,False
39,8,2010-12-24,52220.96,False
3,3,2012-05-18,5623.07,False
25,98,2011-11-11,926.28,False
31,99,2012-05-18,0.01,False
28,18,2011-04-08,1887.8,False
42,22,2011-12-16,38.64,False
39,12,2011-11-04,4071.23,False
34,7,2010-12-24,110418.82,False
28,96,2010-08-20,20487.1,False
9,41,2011-12-09,1944.58,False
11,34,2012-04-06,36073.9,False
18,24,2012-08-10,7728.46,False
39,13,2010-07-23,52105.5,False
19,92,2010-10-08,125447.57,False
31,40,2012-06-22,56934.79,False
35,34,2010-11-19,16261.5,False
5,36,2010-06-11,1523.5,False
32,37,2010-11-12,4533.61,False
27,52,2010-12-10,1505.86,False
20,19,2011-01-07,36.0,False
11,72,2011-02-18,103141.51,False
31,18,2011-02-11,7630.9,True
12,74,2012-09-21,14925.26,False
11,80,2012-06-08,15969.09,False
15,98,2012-03-02,285.54,False
38,94,2011-06-24,20505.68,False
1,81,2011-07-22,27636.86,False
12,19,2012-08-03,3023.66,False
35,27,2010-07-23,1084.36,False
8,8,2012-07-27,27763.72,False
3,7,2012-03-23,8402.42,False
24,1,2010-09-17,12899.59,False
25,36,2012-07-13,1328.0,False
4,25,2011-11-18,16533.9,False
25,74,2012-07-20,11675.92,False
42,1,2010-04-23,10061.46,False
10,33,2012-02-03,11851.36,False
19,16,2011-09-16,16704.99,False
10,28,2011-12-09,2586.18,False
29,67,2010-09-03,4012.53,False
3,11,2010-12-17,6733.65,False
9,67,2011-05-20,4012.59,False
16,96,2012-06-08,170.28,False
13,22,2011-06-10,12706.22,False
33,9,2011-03-18,14.4,False
41,29,2012-05-11,3783.82,False
42,79,2011-09-23,14390.99,False
13,26,2010-06-04,11437.07,False
24,58,2012-09-28,2485.0,False
29,91,2011-01-21,5352.19,False
40,49,2012-06-15,52.52,False
40,25,2011-04-29,6749.96,False
26,74,2010-10-22,7727.95,False
12,42,2012-06-01,6467.88,False
18,34,2011-01-28,10809.59,False
1,41,2012-09-14,1382.99,False
29,10,2010-07-09,11011.12,False
38,18,2011-12-02,443.93,False
15,20,2010-10-29,4051.68,False
21,27,2010-08-20,1898.73,False
18,7,2010-11-26,115974.68,True
22,67,2010-12-10,17599.15,False
3,42,2011-07-08,5005.25,False
14,41,2010-03-26,2825.8,False
34,36,2012-07-20,317.0,False
41,34,2011-10-21,10815.14,False
27,44,2011-01-21,3994.06,False
30,59,2012-02-17,9.58,False
31,9,2011-05-13,13298.67,False
17,56,2010-12-03,1572.0,False
12,74,2011-04-15,19073.32,False
23,22,2011-11-18,21904.58,False
21,24,2011-01-28,4887.54,False
26,71,2011-09-30,2921.44,False
14,92,2010-05-07,206160.36,False
5,13,2012-02-10,11585.05,True
12,42,2010-06-11,5172.5,False
22,85,2012-03-30,2112.5,False
2,95,2012-04-06,154687.65,False
9,26,2011-09-02,2718.93,False
15,79,2012-09-07,8811.72,True
3,1,2012-06-22,6926.88,False
29,26,2011-04-01,3295.33,False
8,22,2010-10-29,7494.88,False
19,44,2011-11-04,6134.09,False
14,44,2012-08-10,4629.81,False
24,25,2011-03-04,8255.6,False
32,12,2010-09-24,3100.45,False
20,25,2011-01-14,15988.78,False
43,25,2011-12-02,40.14,False
17,52,2010-05-28,4623.63,False
40,72,2011-11-04,39771.9,False
34,18,2012-05-11,1.0,False
2,82,2012-09-28,22708.62,False
35,8,2011-06-17,15650.09,False
37,16,2012-07-13,1906.27,False
32,58,2010-08-20,4158.0,False
34,96,2010-09-03,20788.61,False
35,17,2011-09-23,13639.91,False
35,27,2010-12-03,1915.76,False
31,1,2012-07-27,13221.82,False
41,87,2011-03-18,7079.98,False
34,42,2011-08-26,3664.81,False
43,72,2011-08-12,-18.0,False
36,42,2012-10-12,136.88,False
23,74,2010-02-19,30628.25,False
3,95,2010-12-03,11268.05,False
4,82,2010-02-19,19945.11,False
19,28,2011-12-23,1151.92,False
8,40,2010-04-09,37894.33,False
1,35,2011-12-02,2450.12,False
43,46,2011-06-24,7797.08,False
33,5,2010-10-01,269.96,False
7,54,2010-07-02,137.0,False
33,12,2011-10-14,24.26,False
23,13,2011-02-25,35979.87,False
43,67,2011-08-26,761.43,False
13,3,2011-02-25,18273.41,False
40,67,2012-09-21,6172.3,False
32,3,2012-10-26,11839.77,False
42,81,2011-06-03,16625.29,False
18,95,2011-02-18,51227.02,False
45,8,2010-12-03,33891.61,False
14,81,2011-08-05,43460.56,False
10,90,2012-05-04,14119.22,False
20,14,2011-02-11,27602.03,True
14,52,2012-05-18,2549.81,False
2,92,2011-11-18,204812.37,False
35,36,2012-06-22,7562.5,False
26,34,2011-09-30,6079.48,False
16,32,2010-06-18,4128.92,False
26,4,2010-07-23,25191.03,False
29,35,2010-12-17,3186.0,False
19,6,2012-04-27,3568.62,False
37,52,2010-04-09,49.58,False
19,93,2012-06-08,40908.19,False
35,58,2012-01-20,225.0,False
20,24,2012-03-09,6947.75,False
16,16,2011-05-13,15816.24,False
32,49,2010-07-16,7385.76,False
23,82,2011-03-25,16587.07,False
9,96,2011-03-25,2533.63,False
14,52,2010-05-14,3220.03,False
15,31,2012-09-14,2349.27,False
37,87,2011-03-18,619.28,False
43,10,2010-11-12,488.68,False
39,99,2011-05-06,40.0,False
14,24,2012-07-13,5589.52,False
28,56,2010-04-09,2032.47,False
19,12,2012-01-20,3912.01,False
10,26,2012-04-20,15541.34,False
22,7,2012-02-17,19665.96,False
24,59,2011-07-08,289.33,False
12,74,2011-07-08,15643.69,False
32,11,2012-06-29,24002.34,False
43,79,2012-10-05,10971.53,False
37,74,2011-05-06,586.27,False
38,38,2012-05-11,70615.63,False
21,13,2011-02-25,32338.09,False
15,80,2011-05-13,17.2,False
12,93,2011-04-22,625.54,False
25,26,2010-12-24,6543.59,False
20,2,2011-07-22,80391.13,False
18,35,2012-08-24,3422.85,False
14,51,2012-07-27,2.36,False
40,94,2010-12-31,26222.75,True
28,54,2010-07-23,179.0,False
23,28,2010-12-03,1319.49,False
24,41,2010-08-06,1622.0,False
23,10,2011-09-23,30697.84,False
22,23,2010-02-12,25185.19,True
40,92,2010-12-31,70679.7,True
29,79,2011-09-09,8629.79,True
26,93,2010-09-03,23867.66,False
39,45,2010-03-05,15.72,False
21,71,2010-12-03,6457.94,False
19,2,2012-06-15,48503.24,False
38,83,2010-03-12,2481.36,False
20,10,2012-03-30,42521.02,False
22,74,2010-06-25,19630.42,False
1,8,2012-09-07,38666.21,True
44,32,2011-11-25,20.0,True
34,14,2012-04-13,10338.48,False
31,60,2011-02-04,237.6,False
40,87,2011-12-23,25971.96,False
19,44,2012-07-13,4638.1,False
37,98,2010-06-04,4801.06,False
10,79,2012-08-10,37362.01,False
17,20,2011-11-11,3740.66,False
11,40,2012-06-29,52960.49,False
14,52,2012-06-01,2576.01,False
33,5,2012-02-17,60.0,False
26,72,2012-05-18,31771.38,False
37,12,2011-04-22,150.3,False
25,4,2012-03-09,19449.49,False
28,32,2012-10-12,6168.28,False
27,50,2011-07-15,1933.5,False
11,80,2012-06-01,13997.88,False
7,23,2011-12-30,25906.62,True
10,55,2011-02-11,19964.03,True
35,21,2012-06-08,3525.62,False
28,83,2011-01-14,5820.19,False
8,44,2011-04-15,3375.81,False
4,94,2010-06-04,67076.67,False
29,91,2012-10-12,4168.53,False
4,83,2011-01-07,10336.74,False
25,27,2012-07-06,761.76,False
34,9,2012-03-30,19711.8,False
10,96,2010-02-26,9830.56,False
8,7,2012-05-11,17581.8,False
35,46,2010-12-24,41673.0,False
37,10,2012-09-07,589.61,True
29,2,2010-10-15,23930.37,False
16,55,2012-10-05,5012.28,False
31,80,2012-05-18,19077.03,False
37,22,2012-08-17,68.02,False
4,40,2012-01-06,88894.97,False
9,67,2011-06-17,5124.48,False
8,6,2011-06-03,2464.21,False
41,7,2010-04-16,25548.63,False
25,34,2010-08-06,12461.0,False
36,98,2011-04-15,9888.26,False
32,82,2012-09-21,18543.38,False
44,40,2010-05-28,15390.97,False
25,83,2012-07-13,117.06,False
10,71,2012-01-06,15247.83,False
19,40,2010-06-11,52237.66,False
9,72,2010-03-26,28576.12,False
4,37,2012-03-23,3141.26,False
40,52,2011-08-05,932.94,False
9,3,2010-04-23,4791.64,False
22,83,2011-11-11,1114.8,False
39,41,2010-02-05,370.76,False
19,71,2010-05-07,4947.36,False
37,94,2011-05-20,35701.23,False
12,26,2011-09-02,11504.44,False
37,9,2010-07-02,235.85,False
33,91,2012-05-04,11833.54,False
24,31,2011-04-08,1626.33,False
41,85,2010-11-26,1582.07,True
19,98,2010-09-10,13675.84,True
43,20,2011-08-12,20.0,False
6,54,2010-10-29,149.1,False
9,49,2011-07-08,8.91,False
28,14,2010-05-28,15244.51,False
19,26,2011-11-18,7973.0,False
43,98,2010-10-01,10068.32,False
12,27,2010-10-15,1480.23,False
18,34,2012-04-27,20179.56,False
45,12,2010-06-18,4918.44,False
24,52,2010-07-09,1491.29,False
25,91,2012-08-10,8113.43,False
19,55,2011-04-08,10421.54,False
3,32,2011-04-01,2966.46,False
36,6,2010-11-05,32.1,False
21,10,2011-06-03,16725.71,False
10,52,2011-08-12,5280.99,False
29,74,2012-06-01,9550.09,False
27,42,2012-09-28,8526.14,False
23,71,2010-03-05,14937.58,False
37,17,2010-09-10,350.17,True
39,45,2011-06-03,20.94,False
34,72,2012-05-04,32524.48,False
38,17,2011-07-29,287.58,False
11,45,2011-11-25,23.88,True
30,28,2011-12-16,58.21,False
40,52,2010-03-05,1448.1,False
6,34,2011-04-22,20338.54,False
41,71,2012-01-20,4741.68,False
35,74,2011-07-08,20263.35,False
32,31,2012-04-20,1109.22,False
41,96,2011-02-25,2124.96,False
35,2,2012-05-18,41474.05,False
25,74,2010-11-19,10899.09,False
6,71,2011-03-11,5984.39,False
33,17,2010-12-31,458.01,True
21,35,2012-04-06,3187.85,False
24,13,2012-07-06,34225.11,False
14,1,2011-12-30,34683.42,True
31,44,2010-04-30,2034.18,False
4,59,2012-06-08,316.05,False
28,49,2011-08-26,17035.14,False
14,54,2011-09-02,40.92,False
10,36,2011-06-10,8212.0,False
35,74,2011-01-14,19708.37,False
3,26,2011-05-13,2358.03,False
45,91,2012-05-11,17436.65,False
6,74,2012-09-28,18462.07,False
40,32,2012-07-13,4534.27,False
22,30,2010-06-18,6952.42,False
13,58,2012-09-07,11985.0,True
6,82,2010-09-03,16698.42,False
17,30,2010-09-24,2071.22,False
27,31,2011-04-08,2401.31,False
24,42,2012-08-17,6317.8,False
6,14,2010-08-20,21037.69,False
10,67,2011-04-15,13095.91,False
16,6,2011-08-19,5788.8,False
14,32,2011-03-25,10846.19,False
8,30,2012-08-10,2433.64,False
15,83,2011-01-14,442.62,False
2,48,2011-11-25,4928.0,True
32,56,2012-01-20,1105.03,False
43,10,2011-03-04,691.82,False
2,32,2011-07-29,9015.3,False
24,27,2012-06-01,1638.47,False
16,97,2011-06-03,1969.14,False
3,6,2010-06-04,1487.64,False
4,87,2012-06-29,15562.58,False
19,22,2012-10-26,9916.15,False
31,13,2011-11-04,43234.46,False
12,80,2010-08-06,32.96,False
17,16,2011-10-28,1023.41,False
13,81,2011-01-28,31303.18,False
23,17,2010-10-15,23879.92,False
20,37,2011-11-04,4840.37,False
28,26,2012-08-24,7186.13,False
40,59,2010-12-24,2150.95,False
35,4,2010-04-02,25270.72,False
31,46,2010-10-01,20770.81,False
34,20,2010-03-12,3515.06,False
35,27,2010-03-26,1539.0,False
30,46,2011-01-07,6596.58,False
29,16,2011-09-02,4922.21,False
21,49,2012-06-22,10935.01,False
42,18,2010-04-09,1260.94,False
4,11,2010-03-26,17388.45,False
27,10,2012-02-03,28508.98,False
32,82,2012-07-20,17025.63,False
19,95,2011-02-11,100835.71,True
17,40,2011-01-28,49473.66,False
23,24,2011-11-04,12850.0,False
24,33,2012-05-11,4339.57,False
43,49,2012-08-31,10.0,False
19,96,2010-05-28,24857.05,False
4,14,2010-12-10,40981.85,False
23,9,2012-09-14,47687.19,False
9,52,2011-05-20,1853.8,False
19,37,2010-08-06,2631.94,False
31,46,2012-06-22,28154.76,False
39,98,2010-03-12,9019.26,False
18,5,2012-05-11,13503.12,False
16,79,2011-02-18,7001.73,False
11,13,2011-07-29,37400.2,False
10,1,2012-09-21,30872.22,False
27,82,2011-08-12,26854.47,False
23,27,2012-01-27,2688.56,False
31,30,2011-11-04,2669.98,False
40,34,2012-07-20,7700.39,False
4,93,2011-10-21,72670.38,False
11,22,2012-06-08,17416.96,False
13,98,2010-05-28,14996.89,False
11,80,2010-10-22,11187.56,False
39,96,2011-03-18,25264.13,False
21,8,2011-11-18,17294.69,False
14,87,2011-12-23,28228.89,False
29,59,2010-11-19,400.67,False
11,14,2011-12-23,57465.07,False
13,85,2010-06-04,5148.62,False
38,60,2011-05-27,378.4,False
11,93,2012-06-08,37499.09,False
1,38,2011-01-07,85242.8,False
40,82,2011-07-29,13951.24,False
15,96,2012-01-13,1619.58,False
5,58,2010-08-20,710.0,False
42,27,2011-10-14,20.51,False
23,41,2011-02-11,1336.0,True
31,18,2011-10-21,8076.03,False
3,2,2010-10-08,15962.43,False
30,46,2011-05-06,7245.6,False
27,3,2011-02-04,13114.81,False
15,82,2010-10-01,7895.9,False
25,38,2010-10-22,44633.49,False
3,5,2012-03-02,17098.45,False
2,49,2012-10-26,12565.94,False
28,12,2010-04-09,3882.54,False
16,34,2010-08-13,3727.32,False
41,38,2011-11-25,42550.75,True
12,54,2012-10-26,76.76,False
6,48,2010-12-10,3363.0,False
14,34,2012-06-01,41213.24,False
2,16,2010-08-13,27186.27,False
9,71,2010-09-17,1617.53,False
10,13,2012-09-07,63844.99,True
1,71,2010-06-25,2331.04,False
40,46,2012-10-05,8309.13,False
23,38,2010-05-21,41746.22,False
8,10,2011-09-16,21249.76,False
14,55,2011-09-02,19445.59,False
22,82,2011-10-21,16482.74,False
11,93,2010-10-01,25918.94,False
37,7,2011-07-15,877.68,False
45,25,2011-05-20,9240.53,False
20,67,2011-06-17,27035.13,False
31,82,2010-10-01,16286.5,False
13,34,2012-08-03,23654.04,False
5,24,2012-07-20,1060.76,False
45,30,2010-07-16,3598.38,False
13,56,2012-08-17,1891.45,False
41,30,2012-08-10,3819.36,False
1,10,2012-01-20,25331.83,False
16,25,2012-02-17,4772.83,False
43,9,2012-08-03,122.42,False
45,11,2010-08-27,10147.59,False
44,9,2012-09-07,173.97,True
21,80,2010-12-17,1.98,False
38,38,2012-03-23,72701.76,False
14,71,2010-05-07,10440.54,False
13,97,2011-04-22,26084.05,False
36,95,2011-06-03,46045.77,False
43,60,2010-09-17,572.0,False
24,22,2012-05-04,8689.71,False
14,40,2011-04-22,73614.23,False
15,34,2010-04-16,17487.5,False
42,80,2011-06-10,16462.0,False
40,92,2011-01-14,88145.35,False
31,32,2010-08-27,4731.84,False
26,42,2010-06-25,2667.97,False
16,79,2010-04-09,5654.86,False
10,59,2010-03-05,1838.78,False
25,93,2012-02-17,679.92,False
22,13,2012-03-09,39749.79,False
38,4,2011-12-23,11605.11,False
42,90,2010-02-05,52339.98,False
45,35,2010-10-29,2257.0,False
7,16,2010-03-05,5025.01,False
39,94,2010-12-03,45083.74,False
13,41,2010-06-11,1390.0,False
23,79,2012-08-03,32164.29,False
34,24,2012-06-15,1959.88,False
20,21,2010-12-31,10811.42,True
1,55,2011-03-11,15350.18,False
45,98,2010-05-21,55.86,False
21,28,2012-02-24,817.52,False
9,82,2011-07-01,9770.37,False
2,28,2010-10-15,1238.31,False
34,40,2010-07-09,35671.14,False
11,93,2011-07-29,28364.27,False
12,97,2010-09-17,2434.91,False
34,32,2010-12-31,5618.65,True
31,60,2011-02-11,475.2,True
19,44,2012-06-15,5848.82,False
1,8,2012-01-13,34033.89,False
20,21,2011-11-18,15040.45,False
26,52,2010-03-26,1797.21,False
29,44,2011-12-16,4280.58,False
20,35,2010-10-29,4858.0,False
23,67,2012-07-06,13392.31,False
35,58,2010-05-21,3853.0,False
34,72,2010-07-09,28080.36,False
28,67,2010-11-19,5136.97,False
12,13,2011-11-25,44972.99,True
27,25,2010-09-17,12136.28,False
41,4,2011-10-07,34594.17,False
8,97,2011-11-04,17196.01,False
41,42,2011-05-27,5404.74,False
12,87,2011-02-18,11320.54,False
38,16,2012-06-08,989.97,False
3,60,2011-03-11,123.2,False
5,32,2012-03-23,1446.88,False
31,9,2011-02-04,9739.05,False
40,1,2011-07-29,14184.33,False
27,28,2011-08-19,742.42,False
34,20,2012-01-20,3452.51,False
28,5,2012-07-06,15723.4,False
3,20,2011-06-03,1633.18,False
45,9,2011-06-10,19121.22,False
27,2,2012-02-03,70187.17,False
43,13,2010-04-16,20471.32,False
28,36,2010-02-19,1198.5,False
39,33,2012-03-02,5899.25,False
1,3,2010-09-10,12134.69,True
20,35,2010-12-17,6667.0,False
3,71,2012-08-03,1468.99,False
27,29,2012-01-20,5685.29,False
42,13,2012-04-13,15883.32,False
42,98,2011-03-18,6315.56,False
15,67,2010-12-17,10539.96,False
21,58,2011-12-09,1167.5,False
44,93,2011-11-25,13251.84,True
19,27,2010-12-31,2591.21,True
20,37,2010-12-17,5232.71,False
16,29,2011-12-09,1636.02,False
35,79,2011-10-21,20048.15,False
8,21,2010-07-23,4923.43,False
40,90,2011-10-14,62245.7,False
42,82,2011-06-24,7074.92,False
35,22,2011-07-22,17266.74,False
41,17,2010-04-09,9934.71,False
29,56,2012-03-09,1390.85,False
11,14,2010-08-20,24034.51,False
22,35,2011-09-16,4665.9,False
30,23,2011-07-22,10.04,False
3,34,2011-06-17,3803.09,False
4,16,2012-03-16,25764.83,False
3,18,2010-11-12,4393.25,False
9,94,2012-01-20,1.57,False
4,80,2011-10-21,21266.04,False
12,3,2011-03-25,12644.74,False
11,83,2012-10-26,2221.91,False
25,85,2011-03-11,2398.84,False
1,24,2011-04-08,5130.31,False
39,87,2010-03-19,5096.92,False
32,42,2010-02-05,5690.02,False
32,9,2010-05-14,15211.16,False
24,38,2010-07-16,60890.21,False
28,17,2012-03-09,12121.84,False
23,50,2011-03-04,8800.0,False
33,81,2011-06-03,8871.1,False
21,19,2011-03-11,2833.99,False
31,97,2011-12-30,23925.32,True
36,1,2011-04-08,2490.91,False
33,40,2012-07-13,6876.03,False
35,93,2010-06-18,2558.7,False
40,11,2012-04-06,9436.27,False
1,38,2010-07-30,76542.81,False
15,80,2010-05-21,7.96,False
19,42,2011-11-04,6541.02,False
7,20,2011-10-14,3319.89,False
35,4,2010-04-16,26184.31,False
13,45,2010-05-21,24.55,False
32,72,2011-08-26,39145.15,False
40,13,2011-07-08,22368.74,False
12,7,2011-12-23,206594.4,False
27,59,2011-06-10,333.03,False
11,46,2011-12-02,25076.72,False
14,26,2010-04-02,19521.5,False
3,95,2010-06-11,17106.6,False
7,42,2010-07-23,7213.83,False
16,81,2012-06-08,4188.47,False
8,52,2010-08-27,1810.55,False
31,11,2012-01-06,11104.71,False
2,11,2011-04-29,17958.82,False
11,60,2012-09-14,117.0,False
39,8,2012-10-05,41123.6,False
10,11,2010-07-09,38240.97,False
23,3,2012-01-06,16169.53,False
43,82,2011-06-03,8475.83,False
18,90,2011-01-14,15478.27,False
30,21,2012-01-20,1282.58,False
29,21,2011-02-04,3297.9,False
36,7,2010-07-16,275.0,False
13,79,2012-09-07,61801.19,True
6,87,2010-10-22,34596.36,False
3,95,2012-06-01,20977.4,False
32,82,2011-11-18,18163.39,False
23,7,2010-03-12,49721.83,False
23,26,2010-05-28,15670.84,False
16,82,2011-12-23,26896.47,False
39,71,2011-09-16,6737.93,False
10,37,2012-08-03,3355.13,False
32,27,2011-06-24,975.24,False
7,6,2011-08-19,5168.68,False
29,56,2010-04-30,5974.26,False
3,42,2010-02-12,3032.16,True
6,8,2012-04-13,48174.36,False
4,34,2010-11-12,22688.25,False
37,4,2012-05-11,17246.2,False
45,25,2012-03-16,9145.57,False
14,41,2012-04-06,6256.5,False
45,51,2010-02-19,1.96,False
17,12,2011-11-25,5240.89,True
35,12,2012-04-06,2035.79,False
12,29,2010-02-05,8270.49,False
11,56,2012-01-06,618.15,False
7,60,2012-08-03,126.0,False
11,13,2012-10-19,38081.81,False
37,87,2012-06-08,1330.22,False
7,52,2010-10-29,1426.78,False
1,93,2011-08-12,77994.13,False
29,56,2012-08-31,1373.1,False
10,21,2011-09-30,8437.7,False
6,45,2010-12-03,-11.96,False
27,23,2011-12-30,36687.68,True
44,96,2010-05-14,2704.0,False
27,34,2011-06-24,23397.63,False
6,91,2012-03-16,50174.1,False
13,10,2012-05-04,29582.65,False
6,12,2011-11-25,5899.94,True
26,95,2011-02-25,60725.67,False
8,10,2010-02-26,18627.73,False
23,24,2010-11-26,21672.28,True
7,4,2011-06-03,13652.72,False
12,38,2012-05-25,47174.07,False
34,28,2011-06-24,157.0,False
39,79,2011-10-14,38752.62,False
32,13,2010-04-16,29222.12,False
12,38,2010-05-28,47365.73,False
17,80,2010-05-14,299.88,False
27,40,2011-08-05,67665.67,False
1,59,2011-06-10,218.54,False
37,20,2010-06-04,117.64,False
21,94,2011-11-25,276.91,True
26,74,2012-02-10,7947.94,True
10,82,2011-09-09,19748.28,True
1,36,2010-10-01,142.0,False
6,36,2010-07-09,7400.5,False
18,54,2010-03-26,306.0,False
27,91,2011-02-04,81918.19,False
3,82,2010-06-11,5261.24,False
23,7,2012-03-16,33161.9,False
29,24,2010-04-16,4049.69,False
10,56,2012-06-08,887.96,False
13,81,2012-05-18,37688.8,False
39,5,2010-10-22,18963.55,False
39,94,2011-04-22,66980.83,False
32,20,2011-11-18,3980.92,False
29,14,2011-07-15,6973.09,False
21,90,2012-03-02,12658.92,False
32,81,2011-02-11,18355.97,True
11,25,2010-05-21,11555.25,False
13,36,2010-06-04,4163.0,False
40,27,2011-08-26,1042.95,False
38,14,2010-07-09,1042.53,False
35,14,2012-06-22,24349.94,False
23,31,2011-09-09,5089.18,True
18,35,2012-02-10,3810.84,True
23,51,2010-06-04,4.36,False
23,96,2010-08-20,9216.75,False
2,95,2010-09-24,141185.27,False
36,2,2010-10-15,14729.37,False
39,31,2010-09-24,1764.5,False
34,52,2011-08-26,795.94,False
26,12,2011-04-29,3902.65,False
24,38,2010-09-10,52382.66,True
10,32,2011-12-30,33165.45,True
4,94,2011-04-08,75504.53,False
9,26,2012-06-29,2996.62,False
